ID,#日本語(原文),#やさしい日本語,#英語(原文),
40847,トーマス先生はとても有名な先生です。,トーマス先生はとても有名な先生です。,mr thomas is a very able teacher .,
40848,雨の場合私は行かない。,雨の場合私は行かない。,"in case it rains , i won 't go .",
40849,スーザンは本当に母親に似ている。,スーザンは本当に母に似ている。,susan really takes after her mother .,
40850,新しいビルが私の窓からの眺めをさえぎった。,私の窓からの景色を新しい建物が隠した。,the new building cut the view from my window .,
40851,最近、何かおもしろい本読んだ？,最近、何か面白い本読んだ？,have you read any interesting books lately ?,
40852,彼に会ったらよろしく言ってください。,彼に会ったらよろしく言ってください。,"in case you see him , please say hello to him for me .",
40853,私はその絵がますます好きなってしまった。,私はその絵がさらに好きなってしまった。,i 've come to like the picture more than ever .,
40854,彼女は相変わらず美しい。,彼女は相変わらず美しい。,she is as beautiful as ever .,
40855,彼は英語を学ぶ目的で海外に行った。,彼は英語を学ぶ目的で外国に行った。,he went abroad with a view to learning english .,
40856,彼女は将来有名な芸術家になるだろう。,彼女は将来有名な芸術家になるだろう。,she will be a famous artist in the future .,
40857,彼は野球が上手です。,彼は野球がうまいです。,he is good at baseball .,
40858,メアリーと私は仲良しになりました。,メアリーと私は友達になりました。,mary and i became good friends .,
40859,彼は部屋の中を行きつもどりつした。,彼は部屋の中を歩いた。,he walked back and forth in the room .,
40860,アンは音楽が大好きだ。,アンは音楽がとても好きだ。,ann likes music very much .,
40861,彼は私にあいまいな返事をした。,彼は私に明らかではない返事をした。,he gave me a vague answer .,
40862,親切な人もいたし不親切な人もいた。,親切な人もいたが、不親切な人もいた。,some people were kind and others were unkind .,
40863,彼女は私の顔を見て泣き始めた。,彼女は私の顔を見て泣き始めた。,she began to cry at the sight of my face .,
40864,ここにはこれ以上いない方がいいね。,ここにはこれ以上いない方がいいね。,we had better not remain here any longer .,
40865,彼は、窓を開いたままにした。,彼は、窓を開いたままにした。,"he left the window as it was , open .",
40866,彼女は彼が正直であると納得した。,彼女は彼が嘘をつかない人であると理解した。,she was satisfied that he was honest .,
40867,きのう、私はテレビをみて楽しかった。,昨日、私はテレビをみて楽しかった。,i enjoyed watching tv yesterday .,
40868,この本は君には易しく読めます。,この本はあなたには簡単に読むことができます。,this book is easy for you to read .,
40869,私は顔が燃えているように感じた。,私はとても恥ずかしく思った。,i felt as if my face were on fire .,
40870,君は車の運転ができますよね。,あなたは車の運転ができますよね。,"you can drive a car , can 't you ?",
40871,君は私に要求する権利はない。,あなたは私に要求する権利はない。,you have no claim on me .,
40872,私は６歳まで大阪に住んでいた。,私は６歳まで大阪に住んでいた。,i lived in osaka until i was six .,
40873,彼は車できた。,彼は車できた。,he came by car .,
40874,その習慣はずっと以前にすたれてしまった。,その習慣はずっと前に消えてしまった。,that custom has long been done away with .,
40875,夏服を着ればいいのに。,夏の服を着ればいいのに。,why don 't you wear summer clothes ?,
40876,スキーに行こうと思う。,雪の上を滑るスポーツに行こうと思う。,i think i 'll go skiing .,
40877,彼はその問題に精通している。,彼はその問題についてよく知っている。,he has the subject at his fingertips .,
40878,彼女はフランス語が話せます、まして英語は話せます。,彼女はフランス語を話すことができます、さらに英語も話すことができます。,"she can speak french , much more english .",
40879,彼はうまい冗談を言う。,彼はうまい冗談を言う。,he tells a good joke .,
40880,その車は古びて見えましたか。,その車は古いと思いましたか。,did the car look old ?,
